label,sentence
0,"he could be more formal when meeting with us, be more punctual, have regular classes and not just giving out activities to work on."
0,the areas that affect the critical and urgency of the lesson involves life lesson and basic principles of future-ready life guidance from the experts that they are.
0,need to attend more classes
0,"* use sync class elaboratively, it is not only for news and updates."
0,please conduct attend more classes.
1,he could make us work on some activities while on class but i think this one is not really necessary when it comes to his way of teaching because he provided learning materials with a step-by-step instructions during asynchronous class.
0,having a schedule that’s not as early as 7am
0,listening to students concerns.
0,the areas that affect the critical and urgency of the lesson involves life lesson and basic principles of future-ready life guidance from the experts that they are.
1,"wala naman, sobrang fresh nga lagi ni sir pag nag tuturo sya laging naka polo shirt saka laging on time."
0,listening to students complains.
0,the areas that affect the critical and urgency of the lesson involves life lesson and basic principles of future-ready life guidance from the experts that they are.
1,keep up the good work!
1,he's complete as a teacher
0,they have to teach us today's tech trend.
0,"the only thing i know is his time of consultation, i know his always busy but then there are chances that i want to ask something that's why i used to ask one of my classmate."
1,comment: i love this prof hindi nya po kami nakakalimutan although medyo preasure kasi magaling sya magturo nag seset sya ng expectation samin which is good po. :)
1,"none, good as it is"
0,he could be more consistent with the rules.
1,i think there is no improvement on his part because he's doing his part as our professor to teach us
0,assessing students by providing activities related to the course.
1,"showed an exemplary method of teaching, but it would be even better if there will be more activities during class."
1,"none, he is very passionate and dedicated on teaching literature studies and the english language."
0,"maybe, the time consumption of the subject because he extend his time"
0,please post the modules and have class on time right on time
0,giving activities to the students to learn more about the lesson
0,he could be more considerate when accepting answers during an online class. he could also conduct more classes and meet us more often because some lessons are difficult to understand so it would be helpful if he could explain those to us during a class.
